Ticker,Security,Sector,Price_Start,Price_End,Price_Volatility,Start_Date,End_Date,PE_Ratio_Mean,PE_Ratio_Median,PE_Ratio_Std,PE_Ratio_First,PE_Ratio_Last,PE_Ratio_Max,PE_Ratio_Min,PE_Ratio_Zero_Count,PE_vs_Industry_Mean,PE_vs_Industry_Zero_Count,ROE_Mean,ROE_First,ROE_Last,ROE_Std,Debt_to_Equity_Mean,Debt_to_Equity_First,Debt_to_Equity_Last,Avg_Dividend_Yield,Dividend_Stability,Total_Dividends,Dividend_Payout_Volatility,PE_Ratio_Mean_,PE_vs_Industry_Mean_Excluding_Zeros,Years,CAGR_10Y,CAGR_10Y_Percent,Dividend_Payer,Dividend_Yield,PE_Ratio_Change,ROE_Change,Debt_to_Equity_Change,PE_Ratio_Range,PE_Ratio_CV,ROE_Volatility,PE_Growth,Volatility_Bin
AMZN,Amazon,Consumer Discretionary,16.2,186.33,0.15729493943030207,2014-04-01,2024-07-01,143.9245238095238,87.5,177.12064580877896,852.63,39.9,852.63,0.0,5,4.342038611143948,5,0.14770714285714284,0.0182,0.2182,0.10079772643791257,2.594761904761905,2.58,1.26,0.0,0.0,0.0,0.0,163.37378378378375,4.92880058562286,10.250513347022586,0.2690664289214537,26.90664289214537,0,0.0,-0.9532036170437352,10.989010989010989,-0.5116279069767442,852.63,1.23064951768184,0.682416059834023,-0.25822684766172654,Medium
NFLX,Netflix,Communication Services,62.94,709.27,0.22483892632812047,2014-04-01,2024-07-01,124.37404761904762,87.14500000000001,95.91102833557736,133.5,40.14,402.32,15.54,0,3.9086073075697176,0,0.2213690476190476,0.145,0.3586,0.09714040250622215,2.8485714285714288,2.93,1.3,0.0,0.0,0.0,0.0,124.37404761904762,3.9086073075697176,10.250513347022586,0.26653668349309223,26.65366834930922,0,0.0,-0.6993258426966292,1.473103448275862,-0.5563139931740615,386.78,0.7711498513689024,0.4388165534026707,-0.1106246332180616,Very High
ISRG,Intuitive Surgical,Health Care,45.76,491.27,0.15245909578589661,2014-04-01,2024-07-01,57.46333333333333,55.575,17.27543507152769,33.84,78.98,92.86,31.74,0,1.766832586331907,0,0.14745714285714287,0.1423,0.1549,0.02028743625218354,0.15166666666666667,0.21,0.13,0.0,0.0,0.0,0.0,57.46333333333333,1.766832586331907,10.250513347022586,0.26056184164870744,26.056184164870743,0,0.0,1.3339243498817965,0.08854532677442023,-0.38095238095238093,61.120000000000005,0.30063405774455054,0.13758191606789844,0.08619826926735419,Medium
COST,Costco,Consumer Staples,93.52,891.2,0.10308766560069964,2014-04-01,2024-07-01,31.77357142857143,30.42,8.270614104497032,20.87,53.78,53.78,20.87,0,1.328303230148205,0,0.24642142857142857,0.1714,0.3193,0.03951165641973719,2.0776190476190477,1.72,1.96,0.006213375150112536,0.011338463274007565,64.66,3.024684182168165,31.77357142857143,1.328303230148205,10.250513347022586,0.25453238409806356,25.453238409806357,1,69.14029084687768,1.5769046478198367,0.8628938156359393,0.13953488372093023,32.91,0.2602985353122731,0.16034180407441395,0.09674369756282375,Low
INTU,Intuit,Information Technology,69.36,646.26,0.09914841961888536,2014-04-01,2024-07-01,53.208571428571425,44.019999999999996,42.189992546576015,21.88,65.15,300.69,21.88,0,1.5645500797986915,0,0.41623571428571426,0.3278,0.1667,0.28003516314173615,1.3457142857142859,0.73,0.74,0.0022994248381667548,0.0006751473097487299,21.3,0.21377313840572376,53.208571428571425,1.5645500797986915,10.250513347022586,0.24719633709644429,24.719633709644427,1,30.709342560553633,1.9776051188299824,-0.4914582062233069,0.013698630136986314,278.81,0.7929172201740646,0.6727802385297318,0.11231711984586279,Very Low
UNH,UnitedHealth Group,Health Care,69.7,582.5,0.10005566925318611,2014-04-01,2024-07-01,20.287142857142857,19.035,5.136501744788568,12.77,37.95,37.95,12.77,0,0.6485118645183934,0,0.21676904761904758,0.1698,0.1502,0.03481661705940271,1.9973809523809525,1.6,2.0,0.004346014751287682,0.0006706836575469916,46.04,0.5254403606404934,20.287142857142857,0.6485118645183934,10.250513347022586,0.23929824669279265,23.929824669279263,1,66.05451936872309,1.971808927173062,-0.11542991755005892,0.24999999999999994,25.180000000000003,0.2531900022077317,0.1606161831766214,0.11210570260247765,Low
DHI,D. R. Horton,Consumer Discretionary,21.92,190.3,0.2034611222455441,2014-04-01,2024-07-01,10.994285714285715,10.76,4.712156640972287,15.01,13.25,33.35,3.99,0,0.3882896907575778,0,0.19212619047619048,0.1151,0.1924,0.0662335227904354,0.6197619047619047,0.96,0.4,0.003036453207277383,0.0007202948044219168,6.773,0.07685306205677757,10.994285714285715,0.3882896907575778,10.250513347022586,0.23893262374869573,23.893262374869572,1,30.898722627737225,-0.11725516322451697,0.6715899218071242,-0.5833333333333333,29.36,0.42860052607596166,0.3447396871101938,-0.012093387092364183,High
ADBE,Adobe Inc.,Information Technology,64.54,574.41,0.14140389885077412,2014-04-01,2024-07-01,60.62357142857143,51.295,30.04195650000899,117.35,48.51,150.37,31.92,0,2.055195348261277,0,0.2557761904761905,0.0424,0.3494,0.12133691214361854,0.8133333333333332,0.56,1.05,0.0,0.0,0.0,0.0,60.62357142857143,2.055195348261277,10.250513347022586,0.23771048995322208,23.771048995322207,0,0.0,-0.5866212185769067,7.2405660377358485,0.8749999999999999,118.45,0.49554910395546975,0.4743870487621226,-0.0825710748002042,Medium
PWR,Quanta Services,Industrials,34.02,298.06,0.14601076763733598,2014-04-01,2024-07-01,26.898333333333333,22.04,12.84114688227,20.87,54.99,54.99,12.39,0,1.2736991036617327,0,0.09290238095238094,0.093,0.1231,0.020621046413031724,1.0107142857142857,0.34,1.66,0.00044916577179428046,0.0006958941333074035,1.47,0.04602491371992813,26.898333333333333,1.2736991036617327,10.250513347022586,0.23640805283082544,23.640805283082543,1,4.320987654320987,1.6348826066123623,0.32365591397849464,3.8823529411764697,42.6,0.4773956335189293,0.22196467089042068,0.09912686803350645,Medium
MSI,Motorola Solutions,Information Technology,55.7,448.59,0.10377137232277465,2014-04-01,2024-07-01,23.986904761904764,25.09,11.743579976891,9.01,49.13,49.13,0.0,4,0.7478772487570153,4,-0.44025000000000003,0.4472,1.8195,4.127523169617793,-19.958333333333332,1.85,9.36,0.004909847915784205,0.0014045233901314941,25.89,0.20614725294184838,26.511842105263156,0.8266011696788064,10.250513347022586,0.23243081491068152,23.243081491068153,1,46.48114901256732,4.452830188679246,3.068649373881932,4.059459459459459,49.13,0.4895829659332195,-9.37540754030163,0.17994552986909373,Low
PHM,PulteGroup,Consumer Discretionary,17.59,143.53,0.18896919692625977,2014-04-01,2024-07-01,9.457619047619048,9.145,3.7385877139954995,2.61,10.58,21.31,2.61,0,0.33551048655519644,0,0.20677142857142858,0.5635,0.262,0.0927998877357245,0.8842857142857143,0.83,0.47,0.0037315753210495095,0.0010661374456392763,5.0200000000000005,0.039691025031616346,9.457619047619048,0.33551048655519644,10.250513347022586,0.23139146124043153,23.13914612404315,1,28.538942581011938,3.0536398467432955,-0.5350488021295474,-0.43373493975903615,18.7,0.39529903828561247,0.4488042104118222,0.1463018597769321,High
ORLY,O'Reilly Auto Parts,Consumer Discretionary,150.6,1151.6,0.12125312257874454,2014-04-01,2024-07-01,23.27261904761905,22.87,3.4088157299279103,22.78,28.49,28.65,16.9,0,0.8220336422867162,0,52.9634880952381,0.3467,-1.5527000000000002,333.9349264631646,-36.03071428571428,2.07,-11.13,0.0,0.0,0.0,0.0,23.27261904761905,0.8220336422867162,10.250513347022586,0.219518886923475,21.9518886923475,0,0.0,0.2506584723441614,-5.47851168156908,-6.376811594202899,11.75,0.14647323203946208,6.305002530473222,0.02206019491030542,Low
MA,Mastercard,Financials,69.02,493.15,0.10105847351507412,2014-04-01,2024-07-01,36.53309523809524,35.894999999999996,10.111158407035855,24.85,37.3,64.25,23.81,0,2.1142299177501007,0,1.0920571428571428,0.4709,1.6883,0.4329884024486711,3.4788095238095234,1.28,5.32,0.001604667829528517,0.0002972715717947421,14.51,0.16606202750856536,36.53309523809524,2.1142299177501007,10.250513347022586,0.21490385838861514,21.490385838861513,1,21.022891915386847,0.5010060362173037,2.585262263750266,3.15625,40.44,0.2767670886120907,0.3964887783397909,0.040416380106744754,Low
NDAQ,"Nasdaq, Inc.",Financials,10.82,72.79,0.0945039100652021,2014-04-01,2024-07-01,27.123809523809523,22.97,15.199291696009876,12.25,43.59,94.93,12.25,0,1.5172253559353193,0,0.11776666666666664,0.0744,0.0877999999999999,0.05077226853344767,1.7645238095238096,1.11,1.76,0.004734253453513185,0.0009539051041320325,6.213336,0.05356125928916456,27.123809523809523,1.5172253559353193,10.250513347022586,0.21403637820073196,21.403637820073197,1,57.4245471349353,2.558367346938776,0.18010752688171927,0.5855855855855855,82.68,0.5603671446913754,0.4311259711303228,0.13182132041615202,Very Low
IRM,Iron Mountain,Real Estate,19.77,118.07,0.1322977535476417,2014-04-01,2024-07-01,42.88690476190476,29.82,52.358031810447955,10.46,327.98,327.98,0.0,1,1.194116435055854,1,-2.1101404761904763,0.3265,-104.0,16.110908127847154,28.511190476190478,4.19,-181.35,0.02217624280124015,0.008917605641132784,25.04854,0.11441457052001683,43.93292682926829,1.2232412261547772,10.250513347022586,0.213019882668684,21.3019882668684,1,126.69974709155285,30.35564053537285,-319.52986217457885,-44.281622911694505,327.98,1.2208396036301536,-7.634993172081529,0.39950581227478277,Medium
LOW,Lowe's,Consumer Discretionary,38.04,244.47,0.1301421106041518,2014-04-01,2024-07-01,20.32238095238095,19.615,4.7401378026299,16.91,20.27,38.0,14.42,0,0.7126130793789314,0,6.270828571428571,0.1919,-0.4722,38.52310442029838,-0.8319047619047625,1.98,-4.27,0.005128843452391726,0.0007202371098960811,24.68,0.3069981292054664,20.32238095238095,0.7126130793789314,10.250513347022586,0.21031569570945163,21.031569570945162,1,64.87907465825447,0.19869899467770546,-3.4606565919749874,-3.1565656565656566,23.58,0.23324716792470865,6.143223974550838,0.017837983085526865,Medium
GOOG,Alphabet Inc. (Class C),Communication Services,26.23,167.0,0.11215168376037755,2014-10-01,2024-07-01,28.923000000000002,26.155,10.615392597544382,25.01,22.15,75.26,19.03,0,1.0348123264483025,0,0.19587249999999998,0.1449,0.3166,0.06820705650951599,0.3305,0.24,0.37,6.028450069383915e-05,0.0002673407551548725,0.4,0.04414428557263045,28.923000000000002,1.0348123264483025,9.749486652977414,0.20938354738669962,20.93835473866996,1,1.5249714067861229,-0.11435425829668144,1.1849551414768806,0.5416666666666667,56.230000000000004,0.3670225286984193,0.3482217080474084,-0.012378607627473781,Low
RSG,Republic Services,Industrials,31.14,200.26,0.06834487030369563,2014-04-01,2024-07-01,24.865238095238094,25.485,5.590419609058217,15.65,32.04,33.3,15.14,0,1.2031225447394147,0,0.1285952380952381,0.0919,0.1809,0.034800020692319,1.759047619047619,1.53,1.83,0.005535414284854286,0.0020309327258686023,16.02,0.10228061420333692,24.865238095238094,1.2031225447394147,10.250513347022586,0.20812742052251854,20.812742052251853,1,51.445086705202314,1.0472843450479232,0.968443960826986,0.19607843137254904,18.159999999999997,0.22482871821480085,0.2706167134007402,0.07240128337053076,Very Low
ZTS,Zoetis,Health Care,29.9,194.91,0.1110572915618383,2014-04-01,2024-07-01,38.66595238095238,36.705,7.908232530330318,28.47,36.64,66.02,27.95,0,1.2658620540323278,0,0.5013119047619048,0.5007,0.4803,0.08535036886022268,3.1740476190476192,4.08,1.74,0.0019199388059627453,0.0007825809598494649,8.404,0.12175220928006224,38.66595238095238,1.2658620540323278,10.250513347022586,0.2056328254625659,20.563282546256588,1,28.10702341137124,0.2869687390235336,-0.040742959856201376,-0.5735294117647058,38.06999999999999,0.2045270333034929,0.17025402359187808,0.024917775774862205,Low
HD,Home Depot (The),Consumer Discretionary,62.39,364.0,0.09927224456640239,2014-04-01,2024-07-01,19.547619047619047,18.96,3.922051360669044,13.11,24.5,38.74,11.97,0,0.68740205212166,0,-2.8595357142857134,0.4075,6.7808,38.990911751159935,20.71333333333333,2.51,20.91,0.00695262991168513,0.0008347280657411084,54.96,0.5810149715907015,19.547619047619047,0.68740205212166,10.250513347022586,0.20416084953781954,20.416084953781954,1,88.09104023080621,0.8688024408848208,15.640000000000002,7.330677290836653,26.770000000000003,0.20064087350560275,-13.635399465853329,0.06290062569226484,Very Low
JBL,Jabil,Information Technology,17.09,109.21,0.1451650198487415,2014-04-01,2024-07-01,25.04047619047619,17.195,22.891252771009462,8.9,9.91,122.03,8.9,0,0.6967742160443898,0,0.1960428571428571,0.1655,0.603,0.16069001235200153,5.149523809523809,2.38,8.99,0.0026268371716359493,0.0012646496983192558,3.36,0.0,25.04047619047619,0.6967742160443898,10.250513347022586,0.2018970754400018,20.18970754400018,1,19.66062024575775,0.1134831460674157,2.6435045317220545,2.7773109243697482,113.13,0.9141700260363197,0.8196677741485178,0.010541780874109508,Medium
TXN,Texas Instruments,Information Technology,36.26,205.2,0.09852732290100315,2014-04-01,2024-07-01,19.88190476190476,18.695,4.956564623684155,17.43,38.14,38.14,13.97,0,0.5995429817451008,0,0.46110476190476185,0.2118,0.289,0.1509748742662104,0.8326190476190476,0.7,1.05,0.007909652453273306,0.0009596342209441955,33.48,0.35070859082640476,19.88190476190476,0.5995429817451008,10.250513347022586,0.20181814186482705,20.181814186482704,1,92.33314947600661,1.1881812966150316,0.364494806421152,0.5000000000000001,24.17,0.24930029003968018,0.32741989833840246,0.07938703459177043,Very Low
BSX,Boston Scientific,Health Care,12.77,83.8,0.11706624327897044,2014-04-01,2024-07-01,74.88404761904762,60.235,90.79149635316327,70.94,69.26,390.29,0.0,6,1.944386823494308,6,0.07874285714285713,0.0366999999999999,0.0882,0.10718692617505711,1.2883333333333333,1.52,0.82,0.0,0.0,0.0,0.0,87.36472222222224,2.2684512940766925,10.250513347022586,0.20145776233068036,20.145776233068034,0,0.0,-0.023681984775866825,1.403269754768399,-0.46052631578947373,390.29,1.2124277364792098,1.361227291773222,-0.00233538679011136,Low
MPC,Marathon Petroleum,Energy,28.17,161.99,0.2082392712927026,2014-04-01,2024-07-01,7.569761904761905,7.41,4.970858240711061,9.04,12.84,23.29,0.0,5,0.4849223635152625,5,0.16059285714285712,0.1661,0.16,0.17821918321215693,1.5907142857142857,1.66,2.13,0.009815250482790774,0.004500391556163516,21.37,0.17886774485911994,8.592702702702702,0.5504524126389467,10.250513347022586,0.20050399865411928,20.050399865411926,1,75.86084487042953,0.42035398230088505,-0.03672486453943404,0.28313253012048195,23.29,0.6566729975462037,1.109757845914779,0.034825723358352434,High
ABBV,AbbVie,Health Care,36.71,195.9,0.12307168325630602,2014-04-01,2024-07-01,23.501190476190477,20.455,11.92319039854296,14.17,62.99,62.99,11.03,0,0.7197088455156143,0,0.8001119047619047,0.9275,0.6537999999999999,2.1368628854744594,6.687142857142858,4.57,22.62,0.01294280302637887,0.0025679115882269376,42.12,0.3934480826338119,23.501190476190477,0.7197088455156143,10.250513347022586,0.2000486957058305,20.00486957058305,1,114.7371288477254,3.4453069865913903,-0.2950943396226416,3.949671772428884,51.96,0.5073441028709835,2.6707050260804976,0.15666278351369423,Low
PH,Parker Hannifin,Industrials,104.89,630.34,0.1534997021238782,2014-04-01,2024-07-01,19.632380952380952,19.585,4.809312515913881,15.31,28.47,29.28,11.89,0,0.9414598901355856,0,0.20041666666666663,0.1631,0.2415,0.034133817839866715,1.7042857142857142,0.99,1.29,0.004997764421012581,0.0012149343807881688,38.63,0.3342518992794104,19.632380952380952,0.9414598901355856,10.250513347022586,0.1981210768661963,19.81210768661963,1,36.82905901420536,0.8595689092096668,0.48068669527896996,0.3030303030303031,17.39,0.24496837788442682,0.1703142678080668,0.06238714787184163,Medium
SHW,Sherwin-Williams,Materials,62.62,380.95,0.13419880800368314,2014-04-01,2024-07-01,28.834761904761905,28.935000000000002,6.3346465965279855,24.18,37.94,49.22,19.65,0,1.3336958654098163,0,0.6720738095238096,0.4584,0.6761,0.24771884639305153,5.378571428571429,3.16,4.77,0.0026002699484726902,0.0004258561686508153,17.301667,0.16746115143624007,28.834761904761905,1.3336958654098163,10.250513347022586,0.19779061942731646,19.779061942731644,1,27.62961833280102,0.5690653432588916,0.47491273996509614,0.5094936708860758,29.57,0.21968784127473073,0.36858875153693305,0.04492705478629566,Medium
IR,Ingersoll Rand,Industrials,30.56,98.14,0.18228785521098137,2018-01-01,2024-07-01,35.72481481481481,34.04,30.723117501367746,160.82,47.87,160.82,0.0,4,1.6419260607025652,4,0.07812962962962962,0.0492,0.0836,0.06035142477965599,0.9833333333333334,2.05,0.76,0.00015184967281044683,0.00018192540171491897,0.24,0.010127393670836666,41.93782608695653,1.92747841908562,6.496919917864476,0.1971620786722823,19.71620786722823,1,0.7853403141361256,-0.702338017659495,0.6991869918699185,-0.6292682926829268,160.82,0.8599937511398127,0.7724524622188728,-0.17015691367793218,High
MCO,Moody's Corporation,Financials,78.56,473.75,0.11728218641519036,2014-04-01,2024-07-01,31.08309523809524,28.85,10.418861528578068,18.49,43.27,66.23,18.49,0,1.7526799685493817,0,0.5516761904761905,2.1746,0.5265,3.866500855460005,0.5140476190476191,6.1,2.88,0.002924615696432681,0.0007541249461815679,22.11,0.1745352215285126,31.08309523809524,1.7526799685493817,10.250513347022586,0.1969065586092209,19.690655860922092,1,28.144093686354378,1.3401838831800976,-0.7578865078635151,-0.5278688524590164,47.74000000000001,0.33519382316239793,7.008641884875539,0.0864821223898502,Low
WM,Waste Management,Industrials,36.35,206.9,0.08276794448010544,2014-04-01,2024-07-01,31.643571428571427,26.365000000000002,28.18155233147824,134.64,31.64,169.29,14.71,0,1.5577870832043164,0,0.25725714285714285,0.0197,0.3594,0.08224909857273742,2.9897619047619046,2.61,3.36,0.006136165891539869,0.002026242593826662,22.047,0.12119836448569338,31.643571428571427,1.5577870832043164,10.250513347022586,0.19665733301653932,19.66573330165393,1,60.65199449793673,-0.7650029708853238,17.243654822335028,0.2873563218390805,154.57999999999998,0.8905932882794867,0.31971550977852176,-0.13175297418769227,Very Low
ADI,Analog Devices,Information Technology,40.79,229.45,0.10269680182673617,2014-04-01,2024-07-01,29.763571428571428,26.884999999999998,9.02799030155756,17.97,51.45,51.45,17.43,0,0.8895126851585854,0,0.11239285714285713,0.1503,0.0467999999999999,0.03342075733591213,0.650952380952381,0.34,0.38,0.006566104075577552,0.001673809053211107,24.75,0.17939454891714157,29.763571428571428,0.8895126851585854,10.250513347022586,0.19541912493938463,19.54191249393846,1,60.67663643049768,1.863105175292154,-0.6886227544910186,0.11764705882352934,34.02,0.3033234880170051,0.29735659529886865,0.10807016310842199,Low
APH,Amphenol,Information Technology,10.91,65.16,0.11355159340256786,2014-04-01,2024-07-01,26.91095238095238,24.65,5.973497079896398,21.27,37.45,40.12,19.02,0,0.8074925618786131,0,0.2486833333333333,0.2318,0.2458,0.030720144472687044,1.303095238095238,1.17,1.06,0.0026391711042540477,0.00030408587431728475,2.7925,0.03172653503853966,26.91095238095238,0.8074925618786131,10.250513347022586,0.1953543704563232,19.53543704563232,1,25.59578368469294,0.760695815702868,0.060396893874029266,-0.09401709401709392,21.099999999999998,0.22197271190314505,0.1235311754145984,0.056739649592084884,Low
ETN,Eaton Corporation,Industrials,57.69,330.5,0.12116455729317184,2014-04-01,2024-07-01,19.62595238095238,15.035,8.897600405350135,17.64,35.16,39.8,8.69,0,0.9220958239961796,0,0.13849999999999998,0.0953,0.1962,0.02826583734785882,1.0516666666666667,1.07,1.05,0.00769625045983237,0.0035420730790484017,27.24,0.2226839763209391,19.62595238095238,0.9220958239961796,10.250513347022586,0.19484061917133833,19.484061917133833,1,47.217888715548625,0.9931972789115644,1.0587618048268628,-0.018691588785046745,31.11,0.4533589113354592,0.20408546821558718,0.06960384276270748,Low
CME,CME Group,Financials,47.02,219.58,0.08803366490863328,2014-04-01,2024-07-01,21.649047619047618,21.625,5.826309466349787,16.38,23.09,34.64,9.71,0,1.2339709741160152,0,0.09287857142857142,0.0447,0.1247,0.03923270497139882,3.310238095238095,1.4,3.88,0.013060115859966949,0.013417336113927559,64.5,1.4671112197139156,21.649047619047618,1.2339709741160152,10.250513347022586,0.19180917185081614,19.180917185081615,1,137.17566992769034,0.40964590964590974,1.7897091722595082,1.7714285714285716,24.93,0.2691254400135177,0.42240857463630205,0.03406203133087393,Very Low
BBY,Best Buy,Consumer Discretionary,18.13,85.7,0.1391753038849252,2014-04-01,2024-07-01,11.21809523809524,11.09,3.088798991553298,5.91,14.78,20.22,5.91,0,0.39284255337736934,0,0.3817904761904762,0.2726,0.4181,0.13469259093738695,3.2026190476190473,2.14,4.03,0.010789997736826864,0.004784143207885426,23.73,0.2587234138574412,11.21809523809524,0.39284255337736934,10.250513347022586,0.19169688586971145,19.169688586971144,1,130.8880308880309,1.5008460236886632,0.5337490829053558,0.883177570093458,14.309999999999999,0.2753407709594161,0.352791909010817,0.09354285297841014,Medium
